angle	angular error	rotation error
2.95	-3.33	-0.81
		
2.95	-3.33	-0.81
		
2.96	-3.32	-0.81
		
2.96	-3.32	-0.81
		
2.96	-3.32	-0.81
		
2.96	-3.32	-0.81
		
2.96	-3.32	-0.81
		
2.96	-3.32	-0.81
		
2.96	-3.32	-0.81
		
2.96	-3.32	-0.81
		
2.96	-3.32	-0.81
		
2.97	-3.31	-0.81
		
2.97	-3.31	-0.81
		
2.97	-3.31	-0.81
		
2.97	-3.31	-0.81
		
2.97	-3.31	-0.81
		
2.97	-3.31	-0.81
		
2.97	-3.31	-0.81
		
2.97	-3.31	-0.81
		
2.97	-3.31	-0.81
		
2.98	-3.3	-0.81
		
2.98	-3.3	-0.81
		
2.98	-3.3	-0.81
		
2.98	-3.3	-0.81
		
2.98	-3.3	-0.81
		
2.98	-3.3	-0.81
		
2.98	-3.3	-0.81
		
2.98	-3.3	-0.81
		
2.98	-3.3	-0.81
		
2.99	-3.29	-0.81
		
2.99	-3.29	-0.81
		
2.99	-3.29	-0.81
		
2.99	-3.29	-0.81
		
2.99	-3.29	-0.81
		
2.99	-3.29	-0.81
		
2.99	-3.29	-0.81
		
2.99	-3.29	-0.81
		
2.99	-3.29	-0.81
		
3	-3.28	-0.81
		
3	-3.28	-0.81
		
3	-3.28	-0.81
		
3	-3.28	-0.81
		
3	-3.28	-0.81
		
3	-3.28	-0.81
		
3	-3.28	-0.81
		
3	-3.28	-0.81
		
3	-3.28	-0.81
		
3.01	-3.27	-0.81
		
3.01	-3.27	-0.81
		
3.01	-3.27	-0.81
		
3.01	-3.27	-0.81
		
3.01	-3.27	-0.81
		
3.01	-3.27	-0.81
		
3.01	-3.27	-0.81
		
3.01	-3.27	-0.81
		
3.01	-3.27	-0.81
		
3.02	-3.27	-0.81
		
3.02	-3.26	-0.81
		
3.02	-3.26	-0.81
		
3.02	-3.26	-0.81
		
3.02	-3.26	-0.81
		
3.03	-3.26	-0.81
		
3.03	-3.26	-0.81
		
3.03	-3.26	-0.81
		
3.03	-3.26	-0.81
		
3.03	-3.26	-0.81
		
3.03	-3.25	-0.81
		
3.03	-3.25	-0.81
		
3.03	-3.25	-0.81
		
3.03	-3.25	-0.81
		
3.04	-3.25	-0.81
		
3.04	-3.25	-0.81
		
3.04	-3.25	-0.81
		
3.04	-3.25	-0.81
		
3.04	-3.25	-0.81
		
3.04	-3.24	-0.81
		
3.05	-3.24	-0.81
		
3.05	-3.24	-0.81
		
3.05	-3.24	-0.81
		
3.05	-3.24	-0.81
		
3.05	-3.24	-0.81
		
3.05	-3.24	-0.81
		
3.05	-3.24	-0.81
		
3.05	-3.23	-0.81
		
3.06	-3.23	-0.81
		
3.06	-3.23	-0.81
		
3.06	-3.23	-0.81
		
3.06	-3.23	-0.81
		
3.06	-3.23	-0.81
		
3.06	-3.23	-0.81
		
3.06	-3.23	-0.81
		
3.06	-3.23	-0.81
		
3.06	-3.22	-0.81
		
3.07	-3.22	-0.81
		
3.07	-3.22	-0.81
		
3.07	-3.22	-0.81
		
3.07	-3.22	-0.81
		
3.07	-3.21	-0.81
		
3.07	-3.21	-0.81
		
3.07	-3.21	-0.81
		
3.07	-3.21	-0.81
		
3.07	-3.21	-0.81
		
3.08	-3.21	-0.81
		
3.08	-3.21	-0.81
		
3.08	-3.21	-0.81
		
3.08	-3.21	-0.81
		
3.08	-3.21	-0.81
		
3.08	-3.21	-0.81
		
3.08	-3.2	-0.81
		
3.08	-3.2	-0.81
		
3.08	-3.2	-0.81
		
3.08	-3.2	-0.81
		
3.09	-3.2	-0.81
		
3.09	-3.19	-0.81
		
3.09	-3.19	-0.81
		
3.09	-3.19	-0.81
		
3.09	-3.19	-0.81
		
3.09	-3.19	-0.81
		
3.09	-3.19	-0.81
		
3.09	-3.19	-0.81
		
3.09	-3.19	-0.81
		
3.1	-3.19	-0.81
		
3.1	-3.19	-0.81
		
3.1	-3.18	-0.81
		
3.1	-3.18	-0.81
		
3.1	-3.18	-0.81
		
3.1	-3.18	-0.81
		
3.1	-3.18	-0.81
		
3.1	-3.18	-0.81
		
3.1	-3.18	-0.81
		
3.11	-3.17	-0.81
		
3.11	-3.17	-0.81
		
3.11	-3.17	-0.81
		
3.11	-3.17	-0.81
		
3.11	-3.17	-0.81
		
3.11	-3.17	-0.81
		
3.11	-3.17	-0.81
		
3.11	-3.17	-0.81
		
3.11	-3.17	-0.81
		
3.12	-3.16	-0.81
		
3.12	-3.16	-0.81
		
3.12	-3.16	-0.81
		
3.12	-3.16	-0.81
		
3.12	-3.16	-0.81
		
3.12	-3.16	-0.81
		
3.12	-3.16	-0.81
		
3.12	-3.16	-0.81
		
3.12	-3.16	-0.81
		
3.13	-3.15	-0.81
		
3.13	-3.15	-0.81
		
3.13	-3.15	-0.81
		
3.13	-3.15	-0.81
		
3.13	-3.15	-0.81
		
3.13	-3.15	-0.81
		
3.13	-3.15	-0.81
		
3.13	-3.15	-0.81
		
3.13	-3.15	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.14	-3.14	-0.81
		
3.15	-3.13	-0.81
		
3.15	-3.13	-0.81
		
3.15	-3.13	-0.81
		
3.15	-3.13	-0.81
		
3.15	-3.13	-0.81
		
3.15	-3.13	-0.81
		
3.15	-3.13	-0.81
		
3.15	-3.13	-0.81
		
3.15	-3.13	-0.81
		
3.16	-3.12	-0.81
		
3.16	-3.12	-0.81
		
3.16	-3.12	-0.81
		
3.16	-3.12	-0.81
		
3.16	-3.12	-0.81
		
3.16	-3.12	-0.81
		
3.16	-3.12	-0.81
		
3.16	-3.12	-0.81
		
3.16	-3.12	-0.81
		
3.17	-3.11	-0.81
		
3.17	-3.11	-0.81
		
3.17	-3.11	-0.81
		
3.17	-3.11	-0.81
		
3.17	-3.11	-0.81
		
3.17	-3.11	-0.81
		
3.17	-3.11	-0.81
		
3.17	-3.11	-0.81
		
3.17	-3.11	-0.81
		
3.18	-3.1	-0.81
		
3.18	-3.1	-0.81
		
3.18	-3.1	-0.81
		
3.18	-3.1	-0.81
		
3.18	-3.1	-0.81
		
3.18	-3.1	-0.81
		
3.18	-3.1	-0.81
		
3.18	-3.1	-0.81
		
3.18	-3.1	-0.81
		
3.19	-3.09	-0.81
		
3.19	-3.09	-0.81
		
3.19	-3.09	-0.81
		
3.19	-3.09	-0.81
		
3.19	-3.09	-0.81
		
3.19	-3.09	-0.81
		
3.19	-3.09	-0.81
		
3.2	-3.09	-0.81
		
3.2	-3.09	-0.81
		
3.2	-3.08	-0.81
		
3.2	-3.08	-0.81
		
3.2	-3.08	-0.81
		
3.2	-3.08	-0.81
		
3.2	-3.08	-0.81
		
3.2	-3.08	-0.81
		
3.2	-3.08	-0.81
		
3.21	-3.08	-0.81
		
3.21	-3.08	-0.81
		
3.21	-3.07	-0.81
		
3.21	-3.07	-0.81
		
3.21	-3.07	-0.81
		
3.21	-3.07	-0.81
		
3.21	-3.07	-0.81
		
3.22	-3.07	-0.81
		
3.22	-3.07	-0.81
		
3.22	-3.07	-0.81
		
3.22	-3.07	-0.81
		
3.22	-3.07	-0.81
		
3.22	-3.06	-0.81
		
3.22	-3.06	-0.81
		
3.22	-3.06	-0.81
		
3.22	-3.06	-0.81
		
3.22	-3.06	-0.81
		
3.23	-3.06	-0.81
		
3.23	-3.06	-0.81
		
3.23	-3.06	-0.81
		
3.23	-3.06	-0.81
		
3.23	-3.05	-0.81
		
3.24	-3.05	-0.81
		
3.24	-3.05	-0.81
		
3.24	-3.05	-0.81
		
3.24	-3.05	-0.81
		
3.24	-3.05	-0.81
		
3.24	-3.05	-0.81
		
3.24	-3.05	-0.81
		
3.24	-3.04	-0.81
		
3.25	-3.04	-0.81
		
3.25	-3.04	-0.81
		
3.25	-3.04	-0.81
		
3.25	-3.04	-0.81
		
3.25	-3.04	-0.81
		
3.25	-3.04	-0.81
		
3.25	-3.04	-0.81
		
3.25	-3.04	-0.81
		
3.25	-3.03	-0.81
		
3.26	-3.03	-0.81
		
3.26	-3.03	-0.81
		
3.26	-3.03	-0.81
		
3.26	-3.03	-0.81
		
3.26	-3.03	-0.81
		
3.26	-3.03	-0.81
		
3.26	-3.03	-0.81
		
3.26	-3.02	-0.81
		
3.26	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.27	-3.02	-0.81
		
3.28	-3.01	-0.81
		
3.28	-3.01	-0.81
		
3.28	-3.01	-0.81
		
3.28	-3.01	-0.81
		
3.28	-3	-0.81
		
3.28	-3	-0.81
		
3.28	-3	-0.81
		
3.28	-3	-0.81
		
3.28	-3	-0.81
		
3.28	-3	-0.81
		
3.29	-3	-0.81
		
3.29	-2.99	-0.81
		
3.29	-2.99	-0.81
		
3.29	-2.99	-0.81
		
3.29	-2.99	-0.81
		
3.29	-2.99	-0.81
		
3.29	-2.99	-0.81
		
3.29	-2.99	-0.81
		
3.29	-2.99	-0.81
		
3.3	-2.99	-0.81
		
3.3	-2.98	-0.81
		
3.3	-2.98	-0.81
		
3.3	-2.98	-0.81
		
3.3	-2.98	-0.81
		
3.3	-2.98	-0.81
		
3.3	-2.98	-0.81
		
3.3	-2.98	-0.81
		
3.3	-2.98	-0.81
		
3.31	-2.97	-0.81
		
3.31	-2.97	-0.81
		
3.31	-2.97	-0.81
		
3.31	-2.97	-0.81
		
3.31	-2.97	-0.81
		
3.31	-2.97	-0.81
		
3.31	-2.97	-0.81
		
3.31	-2.97	-0.81
		
3.31	-2.97	-0.81
		
3.32	-2.96	-0.81
		
3.32	-2.96	-0.81
		
3.32	-2.96	-0.81
		
3.32	-2.96	-0.81
		
3.32	-2.96	-0.81
		
3.32	-2.96	-0.81
		
3.32	-2.96	-0.81
		
3.32	-2.96	-0.81
		
3.32	-2.96	-0.81
		
3.33	-2.95	-0.81
		
3.33	-2.95	-0.81
		
3.33	-2.95	-0.81
		
3.33	-2.95	-0.81
		
3.33	-2.95	-0.81
		
3.33	-2.95	-0.81
		
3.33	-2.95	-0.81
		
3.33	-2.95	-0.81
		
3.33	-2.95	-0.81
		
3.34	-2.94	-0.81
		
3.34	-2.94	-0.81
		
3.34	-2.94	-0.81
		
3.34	-2.94	-0.81
		
3.34	-2.94	-0.81
		
3.34	-2.94	-0.81
		
3.34	-2.94	-0.81
		
3.34	-2.94	-0.81
		
3.34	-2.94	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.35	-2.93	-0.81
		
3.36	-2.92	-0.81
		
3.36	-2.92	-0.81
		
3.36	-2.92	-0.81
		
3.36	-2.92	-0.81
		
3.36	-2.92	-0.81
		
3.36	-2.92	-0.81
		
3.36	-2.92	-0.81
		
3.36	-2.92	-0.81
		
3.36	-2.92	-0.81
		
3.37	-2.91	-0.81
		
3.37	-2.91	-0.81
		
3.37	-2.91	-0.81
		
3.37	-2.91	-0.81
		
3.37	-2.91	-0.81
		
3.37	-2.91	-0.81
		
3.37	-2.91	-0.81
		
3.37	-2.91	-0.81
		
3.37	-2.91	-0.81
		
3.38	-2.9	-0.81
		
3.38	-2.9	-0.81
		
3.38	-2.9	-0.81
		
3.38	-2.9	-0.81
		
3.38	-2.9	-0.81
		
3.38	-2.9	-0.81
		
3.39	-2.9	-0.81
		
3.39	-2.9	-0.81
		
3.39	-2.9	-0.81
		
3.39	-2.89	-0.81
		
3.39	-2.89	-0.81
		
3.39	-2.89	-0.81
		
3.39	-2.89	-0.81
		
3.39	-2.89	-0.81
		
3.39	-2.89	-0.81
		
3.39	-2.89	-0.81
		
3.4	-2.89	-0.81
		
3.4	-2.89	-0.81
		
3.4	-2.88	-0.81
		
3.4	-2.88	-0.81
		
3.4	-2.88	-0.81
		
3.4	-2.88	-0.81
		
3.41	-2.88	-0.81
		
3.41	-2.88	-0.81
		
3.41	-2.88	-0.81
		
3.41	-2.88	-0.81
		
3.41	-2.88	-0.81
		
3.41	-2.87	-0.81
		
3.41	-2.87	-0.81
		
3.41	-2.87	-0.81
		
3.41	-2.87	-0.81
		
3.41	-2.87	-0.81
		
3.42	-2.87	-0.81
		
3.42	-2.87	-0.81
		
3.42	-2.87	-0.81
		
3.42	-2.87	-0.81
		
3.42	-2.87	-0.81
		
3.42	-2.86	-0.81
		
3.43	-2.86	-0.81
		
3.43	-2.86	-0.81
		
3.43	-2.86	-0.81
		
3.43	-2.86	-0.81
		
3.43	-2.86	-0.81
		
3.43	-2.86	-0.81
		
3.43	-2.86	-0.81
		
3.43	-2.86	-0.81
		
3.44	-2.85	-0.81
		
3.44	-2.85	-0.81
		
3.44	-2.85	-0.81
		
3.44	-2.85	-0.81
		
3.44	-2.85	-0.81
		
3.44	-2.85	-0.81
		
3.44	-2.85	-0.81
		
3.44	-2.85	-0.81
		
3.44	-2.85	-0.81
		
3.45	-2.84	-0.81
		
3.45	-2.84	-0.81
		
3.45	-2.84	-0.81
		
3.45	-2.84	-0.81
		
3.45	-2.84	-0.81
		
3.45	-2.84	-0.81
		
3.45	-2.84	-0.81
		
3.45	-2.84	-0.81
		
3.45	-2.84	-0.81
		
3.46	-2.83	-0.81
		
3.46	-2.83	-0.81
		
3.46	-2.83	-0.81
		
3.46	-2.83	-0.81
		
3.46	-2.83	-0.81
		
3.46	-2.83	-0.81
		
3.46	-2.82	-0.81
		
3.46	-2.82	-0.81
		
3.46	-2.82	-0.81
		
3.47	-2.82	-0.81
		
3.47	-2.82	-0.81
		
3.47	-2.82	-0.81
		
3.47	-2.82	-0.81
		
3.47	-2.82	-0.81
		
3.47	-2.82	-0.81
		
3.47	-2.81	-0.81
		
3.47	-2.81	-0.81
		
3.47	-2.81	-0.81
		
3.48	-2.81	-0.81
		
3.48	-2.81	-0.81
		
3.48	-2.8	-0.81
		
3.48	-2.8	-0.81
		
3.48	-2.8	-0.81
		
3.48	-2.8	-0.81
		
3.48	-2.8	-0.81
		
3.48	-2.8	-0.81
		
3.48	-2.8	-0.81
		
3.49	-2.8	-0.81
		
3.49	-2.8	-0.81
		
3.49	-2.8	-0.81
		
3.49	-2.79	-0.81
		
3.49	-2.79	-0.81
		
3.49	-2.79	-0.81
		
3.49	-2.79	-0.81
		
3.49	-2.79	-0.81
		
3.49	-2.79	-0.81
		
3.49	-2.79	-0.81
		
3.5	-2.78	-0.81
		
3.5	-2.78	-0.81
		
3.5	-2.78	-0.81
		
3.5	-2.78	-0.81
		
3.5	-2.78	-0.81
		
3.5	-2.78	-0.81
		
3.5	-2.78	-0.81
		
3.5	-2.78	-0.81
		
3.5	-2.78	-0.81
		
3.51	-2.78	-0.81
		
3.51	-2.78	-0.81
		
3.51	-2.77	-0.81
		
3.51	-2.77	-0.81
		
3.51	-2.77	-0.81
		
3.51	-2.77	-0.81
		
3.51	-2.77	-0.81
		
3.51	-2.77	-0.81
		
3.51	-2.77	-0.81
		
3.52	-2.76	-0.81
		
3.52	-2.76	-0.81
		
3.52	-2.76	-0.81
		
3.52	-2.76	-0.81
		
3.52	-2.76	-0.81
		
3.52	-2.76	-0.81
		
3.52	-2.76	-0.81
		
3.52	-2.76	-0.81
		
3.52	-2.76	-0.81
		
3.53	-2.75	-0.81
		
3.53	-2.75	-0.81
		
3.53	-2.75	-0.81
		
3.53	-2.75	-0.81
		
3.53	-2.75	-0.81
		
3.53	-2.75	-0.81
		
3.53	-2.75	-0.81
		
3.53	-2.75	-0.81
		
3.53	-2.75	-0.81
		
3.54	-2.74	-0.81
		
3.54	-2.74	-0.81
		
3.54	-2.74	-0.81
		
3.54	-2.74	-0.81
		
3.54	-2.74	-0.81
		
3.54	-2.74	-0.81
		
3.54	-2.74	-0.81
		
3.54	-2.74	-0.81
		
3.54	-2.74	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.55	-2.73	-0.81
		
3.56	-2.72	-0.81
		
3.56	-2.72	-0.81
		
3.56	-2.72	-0.81
		
3.56	-2.72	-0.81
		
3.56	-2.72	-0.81
		
3.56	-2.72	-0.81
		
3.56	-2.72	-0.81
		
3.56	-2.72	-0.81
		
3.56	-2.72	-0.81
		
3.57	-2.71	-0.81
		
3.57	-2.71	-0.81
		
3.57	-2.71	-0.81
		
3.57	-2.71	-0.81
		
3.57	-2.71	-0.81
		
3.57	-2.71	-0.81
		
3.57	-2.71	-0.81
		
3.57	-2.71	-0.81
		
3.57	-2.71	-0.81
		
3.58	-2.7	-0.81
		
3.58	-2.7	-0.81
		
3.58	-2.7	-0.81
		
3.58	-2.7	-0.81
		
3.58	-2.7	-0.81
		
3.58	-2.7	-0.81
		
3.58	-2.7	-0.81
		
3.58	-2.7	-0.81
		
3.58	-2.7	-0.81
		
3.59	-2.69	-0.81
		
3.59	-2.69	-0.81
		
3.59	-2.69	-0.81
		
3.59	-2.69	-0.81
		
3.59	-2.69	-0.81
		
3.59	-2.69	-0.81
		
3.59	-2.69	-0.81
		
3.59	-2.69	-0.81
		
3.59	-2.69	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.6	-2.68	-0.81
		
3.61	-2.67	-0.81
		
3.61	-2.67	-0.81
		
3.61	-2.67	-0.81
		
3.61	-2.67	-0.81
		
3.61	-2.67	-0.81
		
3.61	-2.67	-0.81
		
3.61	-2.67	-0.81
		
3.61	-2.67	-0.81
		
3.61	-2.67	-0.81
		
3.62	-2.66	-0.81
		
3.62	-2.66	-0.81
		
3.62	-2.66	-0.81
		
3.62	-2.66	-0.81
		
3.62	-2.66	-0.81
		
3.62	-2.66	-0.81
		
3.62	-2.66	-0.81
		
3.62	-2.66	-0.81
		
3.63	-2.66	-0.81
		
3.63	-2.65	-0.81
		
3.63	-2.65	-0.81
		
3.63	-2.65	-0.81
		
3.63	-2.65	-0.81
		
3.63	-2.65	-0.81
		
3.63	-2.65	-0.81
		
3.63	-2.65	-0.81
		
3.63	-2.65	-0.81
		
3.63	-2.65	-0.81
		
3.64	-2.64	-0.81
		
3.64	-2.64	-0.81
		
3.64	-2.64	-0.81
		
3.64	-2.64	-0.81
		
3.64	-2.64	-0.81
		
3.64	-2.64	-0.81
		
3.64	-2.64	-0.81
		
3.64	-2.64	-0.81
		
3.65	-2.64	-0.81
		
3.65	-2.63	-0.81
		
3.65	-2.63	-0.81
		
3.65	-2.63	-0.81
		
3.65	-2.63	-0.81
		
3.65	-2.63	-0.81
		
3.65	-2.63	-0.81
		
3.65	-2.63	-0.81
		
3.65	-2.63	-0.81
		
3.65	-2.63	-0.81
		
3.66	-2.62	-0.81
		
3.66	-2.62	-0.81
		
3.66	-2.62	-0.81
		
3.66	-2.62	-0.81
		
3.67	-2.62	-0.81
		
3.67	-2.62	-0.81
		
3.67	-2.62	-0.81
		
3.67	-2.62	-0.81
		
3.67	-2.62	-0.81
		
3.67	-2.61	-0.81
		
3.67	-2.61	-0.81
		
3.67	-2.61	-0.81
		
3.67	-2.61	-0.81
		
3.68	-2.61	-0.81
		
3.68	-2.61	-0.81
		
3.68	-2.61	-0.81
		
3.68	-2.61	-0.81
		
3.68	-2.61	-0.81
		
3.68	-2.61	-0.81
		
3.68	-2.6	-0.81
		
3.68	-2.6	-0.81
		
3.69	-2.6	-0.81
		
3.69	-2.6	-0.81
		
3.69	-2.6	-0.81
		
3.69	-2.6	-0.81
		
3.69	-2.6	-0.81
		
3.69	-2.6	-0.81
		
3.69	-2.6	-0.81
		
3.69	-2.59	-0.81
		
3.69	-2.59	-0.81
		
3.69	-2.59	-0.81
		
3.7	-2.59	-0.81
		
3.7	-2.59	-0.81
		
3.7	-2.59	-0.81
		
3.7	-2.59	-0.81
		
3.7	-2.59	-0.81
		
3.7	-2.59	-0.81
		
3.71	-2.58	-0.81
		
3.71	-2.58	-0.81
		
3.71	-2.58	-0.81
		
3.71	-2.58	-0.81
		
3.71	-2.58	-0.81
		
3.71	-2.58	-0.81
		
3.71	-2.58	-0.81
		
3.71	-2.57	-0.81
		
3.71	-2.57	-0.81
		
3.72	-2.57	-0.81
		
3.72	-2.57	-0.81
		
3.72	-2.57	-0.81
		
3.72	-2.57	-0.81
		
3.72	-2.57	-0.81
		
3.72	-2.56	-0.81
		
3.72	-2.56	-0.81
		
3.72	-2.56	-0.81
		
3.72	-2.56	-0.81
		
3.73	-2.56	-0.81
		
3.73	-2.55	-0.81
		
3.73	-2.55	-0.81
		
3.73	-2.55	-0.81
		
3.73	-2.55	-0.81
		
3.73	-2.55	-0.81
		
3.73	-2.55	-0.81
		
3.73	-2.55	-0.81
		
3.73	-2.55	-0.81
		
3.74	-2.55	-0.81
		
3.74	-2.55	-0.81
		
3.74	-2.55	-0.81
		
3.74	-2.54	-0.81
		
3.74	-2.54	-0.81
		
3.74	-2.54	-0.81
		
3.74	-2.54	-1.01
		
3.74	-2.54	-1.01
		
3.74	-2.54	-1.01
		
3.74	-2.54	-1.01
		
3.75	-2.54	-1.01
		
3.75	-2.54	-1.01
		
3.75	-2.54	-1.01
		
3.75	-2.53	-1.01
		
3.75	-2.53	-1.01
		
3.75	-2.53	-1.01
		
3.75	-2.53	-1.01
		
3.75	-2.53	-1.01
		
3.75	-2.53	-1.01
		
3.76	-2.52	-1.01
		
3.76	-2.52	-1.01
		
3.76	-2.52	-1.01
		
3.76	-2.52	-1.01
		
3.76	-2.52	-1.01
		
3.76	-2.52	-1.01
		
3.76	-2.52	-1.01
		
3.76	-2.52	-1.01
		
3.76	-2.52	-1.01
		
3.77	-2.51	-1.01
		
3.77	-2.51	-1.01
		
3.77	-2.51	-1.01
		
3.77	-2.51	-1.01
		
3.77	-2.51	-1.01
		
3.77	-2.51	-1.01
		
3.77	-2.51	-1.01
		
3.77	-2.51	-1.01
		
3.77	-2.51	-1.01
		
3.78	-2.5	-1.01
		
3.78	-2.5	-1.01
		
3.78	-2.5	-1.01
		
3.78	-2.5	-1.01
		
3.78	-2.5	-1.01
		
3.78	-2.5	-1.01
		
3.78	-2.5	-1.01
		
3.78	-2.5	-1.01
		
3.78	-2.5	-1.01
		
3.79	-2.49	-1.01
		
3.79	-2.49	-1.01
		
3.79	-2.49	-1.01
		
3.79	-2.49	-1.01
		
3.79	-2.49	-1.01
		
3.79	-2.49	-1.01
		
3.79	-2.49	-1.01
		
3.79	-2.49	-1.01
		
3.79	-2.49	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.8	-2.48	-1.01
		
3.81	-2.47	-1.01
		
3.81	-2.47	-1.01
		
3.81	-2.47	-1.01
		
3.81	-2.47	-1.01
		
3.81	-2.47	-1.01
		
3.81	-2.47	-1.01
		
3.81	-2.47	-1.01
		
3.81	-2.47	-1.01
		
3.82	-2.47	-1.01
		
3.82	-2.46	-1.01
		
3.82	-2.46	-1.01
		
3.82	-2.46	-1.01
		
3.82	-2.46	-1.01
		
3.82	-2.46	-1.01
		
3.82	-2.46	-1.01
		
3.82	-2.46	-1.01
		
3.82	-2.46	-1.01
		
3.82	-2.46	-1.01
		
3.83	-2.45	-1.01
		
3.83	-2.45	-1.01
		
3.83	-2.45	-1.01
		
3.83	-2.45	-1.01
		
3.83	-2.45	-1.01
		
3.83	-2.45	-1.01
		
3.84	-2.45	-1.01
		
3.84	-2.45	-1.01
		
3.84	-2.45	-1.01
		
3.84	-2.44	-1.01
		
3.84	-2.44	-1.01
		
3.84	-2.44	-1.01
		
3.84	-2.44	-1.01
		
3.84	-2.44	-1.01
		
3.84	-2.44	-1.01
		
3.85	-2.44	-1.01
		
3.85	-2.44	-1.01
		
3.85	-2.44	-1.01
		
3.85	-2.43	-1.01
		
3.85	-2.43	-1.01
		
3.86	-2.43	-1.01
		
3.86	-2.43	-1.01
		
3.86	-2.43	-1.01
		
3.86	-2.43	-1.01
		
3.86	-2.43	-1.01
		
3.86	-2.43	-1.01
		
3.86	-2.43	-1.01
		
3.86	-2.42	-1.01
		
3.86	-2.42	-1.01
		
3.87	-2.42	-1.01
		
3.87	-2.42	-1.01
		
3.87	-2.42	-1.01
		
3.87	-2.42	-1.01
		
3.87	-2.42	-1.01
		
3.87	-2.42	-1.01
		
3.87	-2.42	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.88	-2.41	-1.01
		
3.89	-2.4	-1.01
		
3.89	-2.4	-1.01
		
3.89	-2.4	-1.01
		
3.89	-2.4	-1.01
		
3.89	-2.4	-1.01
		
3.89	-2.4	-1.01
		
3.89	-2.39	-1.01
		
3.89	-2.39	-1.01
		
3.89	-2.39	-1.01
		
3.9	-2.39	-1.01
		
3.9	-2.39	-1.01
		
3.9	-2.39	-1.01
		
3.9	-2.39	-1.01
		
3.9	-2.39	-1.01
		
3.9	-2.39	-1.01
		
3.9	-2.39	-1.01
		
3.9	-2.38	-1.01
		
3.9	-2.38	-1.01
		
3.91	-2.38	-1.01
		
3.91	-2.38	-1.01
		
3.91	-2.38	-1.01
		
3.91	-2.38	-1.01
		
3.91	-2.37	-1.01
		
3.91	-2.37	-1.01
		
3.91	-2.37	-1.01
		
3.91	-2.37	-1.01
		
3.91	-2.37	-1.01
		
3.92	-2.37	-1.01
		
3.92	-2.37	-1.01
		
3.92	-2.37	-1.01
		
3.92	-2.37	-1.01
		
3.92	-2.37	-1.01
		
3.92	-2.37	-1.01
		
3.92	-2.36	-1.01
		
3.92	-2.36	-1.01
		
3.92	-2.36	-1.01
		
3.93	-2.36	-1.01
		
3.93	-2.36	-1.01
		
3.93	-2.36	-1.01
		
3.93	-2.35	-1.01
		
3.93	-2.35	-1.01
		
3.93	-2.35	-1.01
		
3.93	-2.35	-1.01
		
3.93	-2.35	-1.01
		
3.93	-2.35	-1.01
		
3.94	-2.35	-1.01
		
3.94	-2.35	-1.21
		
3.94	-2.35	-1.21
		
3.94	-2.35	-1.21
		
3.94	-2.35	-1.21
		
3.94	-2.35	-1.21
		
3.94	-2.34	-1.21
		
3.94	-2.34	-1.21
		
3.94	-2.34	-1.21
		
3.94	-2.34	-1.21
		
3.95	-2.34	-1.21
		
3.95	-2.33	-1.21
		
3.95	-2.33	-1.21
		
3.95	-2.33	-1.21
		
3.95	-2.33	-1.21
		
3.95	-2.33	-1.21
		
3.95	-2.33	-1.21
		
3.95	-2.33	-1.21
		
3.95	-2.33	-1.21
		
3.96	-2.33	-1.21
		
3.96	-2.33	-1.21
		
3.96	-2.32	-1.41
		
3.96	-2.32	-1.41
		
